92602,92782,2.10955903165031,23032
92602,92705,2.31382063427376,44706
92602,92620,2.71866969616754,38486
92602,92780,4.0846607645095,57741
92602,92869,4.38923923717763,37184
92602,92604,4.86377116900797,26853
92602,92606,5.10585775008991,21495
92602,92861,5.50503542032948,5781
92602,92866,5.71716266555625,14885
92602,92610,5.93751543768039,11248
92602,92701,6.11434811423398,53908
92602,92618,6.12910154202048,16366
92602,92867,6.17483984258487,44515
92602,92807,6.86233075700277,36171
92602,92614,6.90963196218871,24748
92602,92808,7.11087316113333,20039
92602,92707,7.44215748971825,59492
92602,92706,7.49073997342811,36457
92602,92868,7.51644310960787,25404
92602,92865,7.57146473965153,19704
92602,92612,7.8486225379608,27522
92602,92676,8.03534808563649,1945
92602,92630,8.41044744317918,59182
92602,92703,8.92025326528443,65445
92602,92806,8.92684331510395,37173
92602,92704,9.0714869580352,22871
92602,92603,9.10923807266475,20184
92602,92887,9.17165373633415,20006
92602,92617,9.26312412799546,14044
92602,92637,9.82377112847078,16012
92602,92886,10.1537457367315
92602,92805,10.2822511009326
92602,92843,10.3103791241176
92602,92626,10.3494201684818
92602,92882,10.494154694994
92602,92802,10.5308086233696
92602,92840,10.5671816688847
92602,92870,10.5715008626864
92602,92660,10.8519937811666
92602,92691,11.0034270143815
92602,92653,11.6770328076154
92602,92708,11.8142924684594
92602,92657,11.8367843367647
92602,92692,11.9717342335093
92602,92831,11.9936384661194
92602,92627,12.1085737032741
92602,92688,12.2947606186844
92602,92625,12.323580072974
92602,92656,12.3515066737709
92602,92823,12.468413039681
92602,92844,12.5005943922885
92602,92651,12.7083963971931
92602,92832,12.8721210533466
92602,92662,13.0676648861204
92602,92801,13.0833418626088
92602,92679,13.2663746250052
92602,92655,13.3767478353515
92602,92841,13.3889346502481
92602,92804,13.5364124053
92602,92663,13.811672386773
92602,92683,13.8830849595885
92602,92835,13.9047686355531
92602,92646,13.9572575224483
92602,92678,13.960889969589
92602,92661,13.9926624571176
92602,92881,14.046684078834
92602,92821,14.2683045861768
92602,90680,14.3099235205188
92602,92880,14.4653335487298
92602,91709,14.5083769326636
92602,92833,14.8164343761551
92602,92647,14.8858965799615
92602,91708,15.1913839266347
92602,92879,15.6315523870826
92602,92677,15.8335224942649
92602,92845,15.8645004806913
92602,92648,15.943003708435
92602,92694,16.0883028098364
92602,90621,16.1401457775795
92602,92883,16.3338944779886
92602,90620,16.3625189363131
92602,92860,16.5081722121037
92602,91765,16.5262713871044
92602,90630,17.0179592710101
92602,92649,17.3118711900803
92602,90631,17.375384662394
92602,91748,17.4729729255266
92602,91710,17.7311886952288
92602,90623,17.7929853327125
92602,90638,17.9341143901057
92602,90720,18.0513382721136
